"id","type","keyword","page","internal_link","title","category","address1","address2","postal_code","memo","site"
1671,Standardsuche,Sportärzte,67,https://www.dasoertliche.de/?form_name=detail&id=0676684381307559254110&recuid=CLNWYQQ6AGKGBL32EDVHX7QDAEC2ORNYNQJSB6QIQJDCQAQ&niceid=Orthop%C3%A4die-360-in-Solingen-Ohligs-Solingen-Solingen-Forststra%C3%9Fe&buc=676&verlNr=128&kw=Sportärzte&recFrom=1651&pagePos=67&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=20,Orthopädie 360°  in Solingen-Ohligs,Praktische Ärzte,Forststraße 15,"Solingen, Solingen","42697","42697 Solingen, Solingen",https://www.dasoertliche.de
1672,Standardsuche,Sportärzte,67,https://www.dasoertliche.de/?form_name=detail&id=2246684398287559254486&recuid=HFT3O77EMIUEWE2RVCOKV76WPDT27DPIZY32RVFTVH5AGAQ&niceid=Orthop%C3%A4die-360-K%C3%B6ln-Hohenlind-K%C3%B6ln-Lindenthal-Werthmannstrasse&buc=2246&verlNr=128&kw=Sportärzte&recFrom=1651&pagePos=67&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=21,Orthopädie 360° - Köln-Hohenlind,Praktische Ärzte,Werthmannstrasse 1 c,"Köln, Lindenthal","50935","50935 Köln, Lindenthal",https://www.dasoertliche.de
1673,Standardsuche,Sportärzte,67,https://www.dasoertliche.de/?form_name=detail&id=2246683566375559254142&recuid=JNC62UU4DQFDSMJD4KE57DPUBLMLPIPF6JFOFQPH3PMHCAQ&niceid=Orthop%C3%A4die-360-Praxis-f%C3%BCr-Orthop%C3%A4die-in-K%C3%B6ln-Deutz-K%C3%B6ln-Deutz-Theodor-Babilon-Stra%C3%9Fe&buc=2246&verlNr=128&kw=Sportärzte&recFrom=1651&pagePos=67&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=22,Orthopädie 360° - Praxis für Orthopädie in Köln-Deutz,Krankenhäuser und Kliniken,Theodor-Babilon-Straße 3,"Köln, Deutz","50679","50679 Köln, Deutz",https://www.dasoertliche.de
1674,Standardsuche,Sportärzte,67,https://www.dasoertliche.de/?form_name=detail&id=2249683413273559254047&recuid=IZQGWXJ5WIXTIFBO7GKLFGW4A6POVJNV3NEPTGHY236XYAQ&niceid=Orthop%C3%A4die-360-Stuttgart-Bad-Cannstatt-Unfallchirurgie-Sportmedizin-Chirotherapie-Stuttgart-Bad-Cannstatt-Marktstr&buc=2249&verlNr=1124&kw=Sportärzte&recFrom=1651&pagePos=67&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=23,"Orthopädie 360° Stuttgart-Bad Cannstatt - Unfallchirurgie,  Sportmedizin & Chirotherapie",Praktische Ärzte,Marktstr. 59,"Stuttgart, Bad Cannstatt","70372","70372 Stuttgart, Bad Cannstatt",https://www.dasoertliche.de
1675,Standardsuche,Sportärzte,67,https://www.dasoertliche.de/?form_name=detail&id=0445681363169529532793&recuid=HF3ADTKFCA4UWASRS7UMDHEKGWPKNZUSYE4JPVHR5XR3ZAR6AI&niceid=Orthop%C3%A4die-360-Unfallchirurgie-und-Sportmedizin-in-Leverkusen-Schlebusch-Leverkusen-Schlebusch-Am-Gesundheitspark&buc=445&verlNr=128&kw=Sportärzte&recFrom=1651&pagePos=67&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=24,Orthopädie 360° - Unfallchirurgie und Sportmedizin in Leverkusen-Schlebusch,Fachärzte für Orthopädie und Unfallchirurgie,Am Gesundheitspark 2-11,"Leverkusen, Schlebusch","51375","51375 Leverkusen, Schlebusch",https://www.dasoertliche.de
1676,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0881103626611522097555&recuid=SQ3Q7DJXDR4OMQ74YRLM4OXFRWWAZDJ5RCNNGXO3GOL24AQ&niceid=Orthop%C3%A4diepraxis-Inntal-Brannenburg-Rosenheimer-Str&buc=881&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=0,Orthopädiepraxis Inntal,Fachärzte für Orthopädie und Unfallchirurgie,Rosenheimer Str. 23,Brannenburg,"83098","83098 Brannenburg",https://www.dasoertliche.de
1677,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0881011051645522097555&recuid=QCVDCKTDV3S7FXXIK4ME2ATYTESBGEBJCWHHASKGE4FLUAQ&niceid=Orthop%C3%A4diepraxis-Inntal-Helfmeyer-Silke-Dr-med-u-Unsin-Andreas-Brannenburg-Rosenheimer-Str&buc=881&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=1,Orthopädiepraxis Inntal Helfmeyer Silke Dr. med. u. Unsin Andreas,Fachärzte für Orthopädie und Unfallchirurgie,Rosenheimer Str. 23,Brannenburg,"83098","83098 Brannenburg",https://www.dasoertliche.de
1678,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0351007700183546460328&recuid=NDXWDD2RFCQBVGYAHCAS5JLUMJ47UFEOEP4O5PZS45G24SHW5EBA&niceid=Orthop%C3%A4disch-Chirurgische-Gemeinschaftspraxis-Dr-med-E-Greiner-S-Gr%C3%BCnewald-P-Junkes-T-Feibel-Homburg-Am-Zweibr%C3%BCcker-Tor&buc=351&verlNr=153&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=2,"Orthopädisch-Chirurgische Gemeinschaftspraxis Dr. med. E. Greiner,  S. Grünewald,  P. Junkes & T. Feibel",Fachärzte für Orthopädie und Unfallchirurgie,Am Zweibrücker Tor 9,Homburg,"66424","66424 Homburg",https://www.dasoertliche.de
1679,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0655935612472557002064&recuid=IVPKLRXOOIITOKRN42E6FA6VK3IPZ2FIL7655BWD3GOZIVIC&niceid=Orthop%C3%A4disch-Chirurgische-Gemeinschaftspraxis-Schw%C3%A4bisch-Hall-Schw%C3%A4bisch-Hall-Salinenstr&buc=655&verlNr=1133&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=3,Orthopädisch Chirurgische Gemeinschaftspraxis Schwäbisch Hall,Durchgangsärzte,Salinenstr. 2,Schwäbisch Hall,"74523","74523 Schwäbisch Hall",https://www.dasoertliche.de
1680,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0247906392848554582472&recuid=NJ4LOLXLAY3RQDAC5DOILKHDNXENVSPEYBV6RIHXWCZYDSLOAI&niceid=Orthop%C3%A4disch-unfallchirurgisches-Dres-med-Zentrum-Ganderkesee-Wallinger-Reiners-Niemeier-Brandes-Dres-med-Ganderkesee-Gr%C3%BCppenb%C3%BChrener-Str&buc=247&verlNr=166&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=4,"Orthopädisch unfallchirurgisches Dres. med. Zentrum Ganderkesee Wallinger,  Reiners, Niemeier, Brandes",Fachärzte für Allgemeinchirurgie,Grüppenbührener Str. 7,Ganderkesee,"27777","27777 Ganderkesee",https://www.dasoertliche.de
1681,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2243093459875552605365&recuid=6WMR7S3RPXLIP3M5HIJD4YZ5WQLTU7ZEJNSZQWIOAQNG6BQZXYBA&niceid=Orthop%C3%A4dische-Facharztpraxis-Dr-Anton-Alexander-Offenbach-Kleiner-Biergrund&buc=2243&verlNr=337&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=5,Orthopädische Facharztpraxis Dr. Anton Alexander *,Fachärzte für Orthopädie und Unfallchirurgie,Kleiner Biergrund 18,Offenbach,"63065","63065 Offenbach",https://www.dasoertliche.de
1682,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2243091345014552605365&recuid=TODABJLOCPE6T4XTOBDSADRC3IEFIYCKKQFYOAYKDYMQEGLXUEBA&niceid=Orthop%C3%A4dische-Facharztpraxis-Dr-Anton-Alexander-Offenbach-Kleiner-Biergrund&buc=2243&verlNr=337&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=6,Orthopädische Facharztpraxis Dr. Anton Alexander *,Fachärzte für Orthopädie und Unfallchirurgie,Kleiner Biergrund 18,Offenbach,"63065","63065 Offenbach",https://www.dasoertliche.de
1683,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0383109044460557521420&recuid=RLVC6SJX2WS7RHXCAY5TUETZQFMAIJROK2CAML3DJ4EQEDMMAI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-am-Ludwigsplatz-Karlsruhe-Innenstadt-West-Waldstr&buc=383&verlNr=123&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=7,Orthopädische Gemeinschaftspraxis am Ludwigsplatz,Fachärzte für Orthopädie,Waldstr. 67,"Karlsruhe, Innenstadt-West","76133","76133 Karlsruhe, Innenstadt-West",https://www.dasoertliche.de
1684,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0395906322671554755671&recuid=ANDQ5SEUKMEHCM3LVCRKX3MFBC24BWVY6YG2RJW2V7TK5RIEAI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-Baade-Kay-Dr-Ellwanger-S-Dr-Fay-Jakob-Dr-Hruby-Markus-Dr-u-Schneider-Carsten-Dr-Kiel-Wik-Steenbeker-Weg&buc=395&verlNr=129&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=8,"Orthopädische Gemeinschaftspraxis Baade Kay Dr. ,  Ellwanger S. Dr.,  Fay Jakob Dr. , Hruby Markus Dr. u. Schneider Carsten Dr.",Fachärzte für Orthopädie und Unfallchirurgie,Steenbeker Weg 33,"Kiel, Wik","24106","24106 Kiel, Wik",https://www.dasoertliche.de
1685,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2240906267563556918074&recuid=KOIMMGN4NLPSDZB3HPCCBUAMCIH2UZ66FBJDXZAW7ZT6C5LUAI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-Dr-Ares-Akbar-u-Stefan-Balkausky-Bremen-Weidedamm-Hemmstr&buc=2240&verlNr=166&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=9,Orthopädische Gemeinschaftspraxis Dr. Ares Akbar u. Stefan Balkausky,Fachärzte für Orthopädie und Unfallchirurgie,Hemmstr. 233,"Bremen, Weidedamm","28215","28215 Bremen, Weidedamm",https://www.dasoertliche.de
1686,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0654935581215545771353&recuid=6TOM7EOGT6JYNKE4IMYBGHK345NUKILOMX2UGOBKLVFVIE77AI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-Dr-Georg-Kelsch-MBA-und-Dr-med-Matthias-Nagel-Schw%C3%A4bisch-Gm%C3%BCnd-Traubeng%C3%A4%C3%9Fle&buc=654&verlNr=1133&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=10,"Orthopädische Gemeinschaftspraxis Dr. Georg Kelsch,  MBA und Dr. med. Matthias Nagel",Fachärzte für Orthopädie,Traubengäßle 8,Schwäbisch Gmünd,"73525","73525 Schwäbisch Gmünd",https://www.dasoertliche.de
1687,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0209093338569557521244&recuid=3IMIJA5KINL2Q3FS2EI2ILMS3SHFJT3O3PKJYP4HOK6WDQ6ZAI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-Dr-Knorr-Held-Dr-Schramm-Erlangen-Burgberg-Rathsberger-Str&buc=209&verlNr=122&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=11,"Orthopädische Gemeinschaftspraxis Dr. Knorr-Held,  Dr. Schramm",Fachärzte für Orthopädie und Unfallchirurgie,Rathsberger Str. 57,"Erlangen, Burgberg","91054","91054 Erlangen, Burgberg",https://www.dasoertliche.de
1688,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0898093338568557522039&recuid=ZZR77F6RK4WLYF5GVNI4AGXS2T2UBND2UDAMG2WBOK2ENGOBAI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-Dr-Knorr-Held-Dr-Schramm-Erlangen-Burgberg-Rathsberger-Str&buc=898&verlNr=122&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=12,"Orthopädische Gemeinschaftspraxis Dr. Knorr-Held,  Dr. Schramm *",Fachärzte für Orthopädie und Unfallchirurgie,Rathsberger Str. 57,"Erlangen, Burgberg","91054","91054 Erlangen, Burgberg",https://www.dasoertliche.de
1689,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0158101880916490215280&recuid=Y42AYPM3GB53KQFP4BD5SO7YYOEGZ2AQRPEYYWWXHKMBBU6FAI&niceid=Orthop%C3%A4dische-Gemeinschaftspraxis-Dr-Sommerfeld-u-Dr-Golla-Dachau-Augustenfelder-Str&buc=158&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=13,Orthopädische Gemeinschaftspraxis Dr. Sommerfeld u. Dr. Golla,Fachärzte für Orthopädie,Augustenfelder Str. 1,Dachau,"85221","85221 Dachau",https://www.dasoertliche.de
1690,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2247103538831552605544&recuid=QKEHVKFAQTD7B7HKA5HTGDB3YNWBG4QZCIJYSTZDOUIA3NIC&niceid=Orthop%C3%A4dische-Praxis-M%C3%BCnchen-Schwabing-Leopoldstr&buc=2247&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=14,Orthopädische Praxis,Fachärzte für Orthopädie,Leopoldstr. 25/5,"München, Schwabing","80802","80802 München, Schwabing",https://www.dasoertliche.de
1691,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2249105038733558646671&recuid=MLH4KKNZN6ABBOYKILMSFKTVEM5PMEURORWF7AIKSRIFQAQ&niceid=Orthop%C3%A4dische-Praxis-Arzt-f%C3%BCr-Orthop%C3%A4die-Stuttgart-Degerloch-Epplestr&buc=2249&verlNr=1124&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=15,Orthopädische Praxis Arzt für Orthopädie,Fachärzte für Orthopädie und Unfallchirurgie,Epplestr. 12,"Stuttgart, Degerloch","70597","70597 Stuttgart, Degerloch",https://www.dasoertliche.de
1692,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0553906394084554755841&recuid=AW5GQQQDR32XPTTNL2RCTPRVCU4ZMEVOJCFLXYLJTE4K257MWMBA&niceid=Orthop%C3%A4dische-Praxis-Donnerschweer-Dr-med-Arun-Chandra-u-Dr-med-Peter-Hoos-Oldenburg-Etzhorn-Donnerschweer-Str&buc=553&verlNr=166&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=16,Orthopädische Praxis Donnerschweer Dr. med. Arun Chandra u. Dr. med. Peter Hoos,Fachärzte für Haut- und Geschlechtskrankheiten,Donnerschweer Str. 296,"Oldenburg, Etzhorn","26123","26123 Oldenburg, Etzhorn",https://www.dasoertliche.de
1693,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2247103036860552605544&recuid=MKGIOXYAJDBRB6AKGCMRB3B7EN74S55RJZWFRVCZ7MYFQAQ&niceid=Orthop%C3%A4dische-Praxis-Dr-A-Ficklscherer-Dr-U-Geitner-M%C3%BCnchen-Altstadt-Frauenstr&buc=2247&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=17,Orthopädische Praxis Dr. A. Ficklscherer / Dr. U. Geitner,Fachärzte für Orthopädie und Unfallchirurgie,Frauenstr. 17,"München, Altstadt","80469","80469 München, Altstadt",https://www.dasoertliche.de
1694,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2239129160522558384121&recuid=QJ6YUT3XKMZPACPKW4KIGMPIYPSWD7LR2GGMGKNRCPO3QAQ&niceid=Orthop%C3%A4dische-Praxis-Dr-Kern-Arztpraxis-f%C3%BCr-Orthop%C3%A4die-Berlin-Charlottenburg-Olivaer-Platz&buc=2239&verlNr=1126&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=18,Orthopädische Praxis Dr. Kern Arztpraxis für Orthopädie,Fachärzte für Orthopädie,Olivaer Platz 16,"Berlin, Charlottenburg","10707","10707 Berlin, Charlottenburg",https://www.dasoertliche.de
1695,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0669039195240539206832&recuid=FQIPOIOMLRPV4ZCE7DCM7AVMH6IZPFEHALCJJMOU6G652GYC&niceid=Orthop%C3%A4dische-Praxis-Dr-med-Andreas-M%C3%BCck-Facharzt-f%C3%BCr-Orthop%C3%A4die-Niederkassel-Oberstr&buc=669&verlNr=128&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=19,Orthopädische Praxis Dr.med. Andreas Mück Facharzt für Orthopädie,Fachärzte für Orthopädie,Oberstr. 6-8,Niederkassel,"53859","53859 Niederkassel",https://www.dasoertliche.de
1696,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0256011934754557435393&recuid=JRS6DLZME4VD4EJEY72OLEG4JPA53C7E2JG4PNHFTT7XMAQ&niceid=Orthop%C3%A4dische-Praxis-Kleiber-Gelsenkirchen-Buer-Springestr&buc=256&verlNr=161&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=20,Orthopädische Praxis Kleiber,Fachärzte für Orthopädie,Springestr. 6,"Gelsenkirchen, Buer","45894","45894 Gelsenkirchen, Buer",https://www.dasoertliche.de
1697,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2247013135250552605544&recuid=ITUG3X26ZCTTNHBMPKRULJ22AUFMAA4RFJFCVKQDR4UH4AQ&niceid=Orthop%C3%A4dische-Praxis-M%C3%BCnchner-Freiheit-Dr-med-Matthias-Markulin-u-Dr-med-Alexander-v-Maydell-Naturheilverfahren-Chirotherapie-Sportmedizin-M%C3%BCnchen-Schwabing-Leopoldstr&buc=2247&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=21,"Orthopädische Praxis Münchner Freiheit Dr.med. Matthias Markulin u. Dr.med. Alexander v. Maydell Naturheilverfahren,  Chirotherapie, Sportmedizin",Naturheilverfahren,Leopoldstr. 78,"München, Schwabing","80802","80802 München, Schwabing",https://www.dasoertliche.de
1698,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=2247103538830552605544&recuid=NN54VIN2GU2BSDYD6WTMBZOIFKRPVAPQ4H5HVJ6QTTR6IRQC&niceid=Orthop%C3%A4dische-Praxis-Orthop%C3%A4de-M%C3%BCnchen-Schwabing-Leopoldstr&buc=2247&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=22,Orthopädische Praxis Orthopäde,Fachärzte für Orthopädie,Leopoldstr. 25/5,"München, Schwabing","80802","80802 München, Schwabing",https://www.dasoertliche.de
1699,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0367103664795551471979&recuid=RG2LE6HK7357XQHBF5GGCQLDQM3BQ5K7BWEGAXQJDA53IAQ&niceid=Orthop%C3%A4dische-Praxis-Ro%C3%9Fberg-Peyerl-Friedrich-Schamberger-Nemeth-Ingolstadt-Am-Westpark&buc=367&verlNr=120&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=23,Orthopädische Praxis Roßberg Peyerl Friedrich Schamberger Nemeth,Fachärzte für Orthopädie und Unfallchirurgie,Am Westpark 1,Ingolstadt,"85057","85057 Ingolstadt",https://www.dasoertliche.de
1700,Standardsuche,Sportärzte,68,https://www.dasoertliche.de/?form_name=detail&id=0709901700003558472537&recuid=CD37DM6D424GFA3YKSDTNWZDARR6MJUVIAPFJAYT7ZJ3OOY4AI&niceid=Orthop%C3%A4dische-Praxis-Suska-Uelzen-Hauenriede&buc=709&verlNr=108&kw=Sportärzte&recFrom=1676&pagePos=68&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=24,Orthopädische Praxis Suska,Akupunktur,Hauenriede 19,Uelzen,"29525","29525 Uelzen",https://www.dasoertliche.de
1701,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0715935597977548277692&recuid=6RRJTZKWHMWYMFU47N73W7EJ4CHE5BDA3P27W662ICQA3O7YAI&niceid=Orthop%C3%A4dische-Praxisgemeinschaft-M%C3%BChlacker-Bahnhofstr&buc=715&verlNr=1133&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=0,Orthopädische Praxisgemeinschaft,Fachärzte für Orthopädie,Bahnhofstr. 43,Mühlacker,"75417","75417 Mühlacker",https://www.dasoertliche.de
1702,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=1139102549135552604957&recuid=UV7TC3CF6IYNOC6N6AWMSG7MQSAQZ3ABVMVH43NGAGLVHZB3NMBA&niceid=Orthop%C3%A4dische-Praxisgemeinschaft-Barthels-Baumbach-Heilbad-Heiligenstadt-Br%C3%BCsseler-Str&buc=1139&verlNr=222&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=1,Orthopädische Praxisgemeinschaft Barthels/Baumbach,Fachärzte für Orthopädie,Brüsseler Str. 16,Heilbad Heiligenstadt,"37308","37308 Heilbad Heiligenstadt",https://www.dasoertliche.de
1703,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=2239125287474552605163&recuid=HYZ2G4IBPJ6EYR2WQHNKFDFGP64ZDZ65T4YMXA5PUS5ZJUAZAI&niceid=Orthop%C3%A4dische-Privatpraxis-berlin-Kaulsdorf-Ridbacher-Str&buc=2239&verlNr=1126&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=2,Orthopädische Privatpraxis,Fachärzte für Orthopädie,Ridbacher Str. 28,"berlin, Kaulsdorf","12621","12621 berlin, Kaulsdorf",https://www.dasoertliche.de
1704,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0249011255872555017397&recuid=I6STI47HT3VDLUJPMWZU3FR2IALYCRX2CVEWLB3SRA7X2AQ&niceid=Orthop%C3%A4dische-Privatpraxis-Norderstedt-Kohfurth&buc=249&verlNr=129&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=3,Orthopädische Privatpraxis,Akupunktur,Kohfurth 15,Norderstedt,"22850","22850 Norderstedt",https://www.dasoertliche.de
1705,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0862102525724551387827&recuid=YL52WPF7TW2LBD5KM5WDSCDQ3MNRCEBSAJJPUYSRIYRWUSLK6QBA&niceid=Orthop%C3%A4dische-Privatpraxis-Dr-Beckert-Bernau-Kastanienallee&buc=862&verlNr=120&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=4,Orthopädische Privatpraxis Dr. Beckert,Fachärzte für Orthopädie,Kastanienallee 1,Bernau,"83233","83233 Bernau",https://www.dasoertliche.de
1706,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0862620002264559265288&recuid=DTOKZBVJEKJW5KDUATJX5XKRAU6M6N7MEWGN3RDL4YWYBZQC&niceid=Orthop%C3%A4dische-Privatpraxis-Dr-med-Thomas-Beckert-Bernau-am-Chiemsee-Bernau-a-Chiemsee-Kastanienallee&buc=862&verlNr=120&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=5,Orthopädische Privatpraxis Dr.med. Thomas Beckert,Fachärzte für Orthopädie,Kastanienallee 1,"Bernau am Chiemsee, Bernau a. Chiemsee","83233","83233 Bernau am Chiemsee, Bernau a. Chiemsee",https://www.dasoertliche.de
1707,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0750101904765551472364&recuid=7WXPOIV3ZLQY7WUVKMDRIUKE5BDFK72GHBWK6KJXGEWHQ2KUUMBA&niceid=Orthop%C3%A4dische-PrivatpraxisDr-med-Karl-Flock-Weilheim-Obere-Stadt&buc=750&verlNr=120&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=6,Orthopädische PrivatpraxisDr.med. Karl Flock,Fachärzte für Orthopädie,Obere Stadt 106,Weilheim,"82362","82362 Weilheim",https://www.dasoertliche.de
1708,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0750102005590512086493&recuid=3SLKBLK4GHM25YVUIBJFO4D4ZEOEKUIWQQQVGHLUD2WAE&niceid=Orthop%C3%A4disches-Fachzentrum-Weilheim-Garmisch-Starnberg-Penzberg-Fach%C3%A4rzte-f%C3%BCr-Orthop%C3%A4die-und-Unfallchirurgie-Weilheim-i-OB-Johann-Baur-Str&buc=750&verlNr=120&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=7,Orthopädisches Fachzentrum Weilheim-Garmisch-Starnberg-Penzberg Fachärzte für Orthopädie und Unfallchirurgie,Fachärzte für Orthopädie und Unfallchirurgie,Johann-Baur-Str. 5,Weilheim i.OB,"82362","82362 Weilheim i.OB",https://www.dasoertliche.de
1709,Standardsuche,Sportärzte,69,https://www.dasoertliche.de/?form_name=detail&id=0750100982650536704246&recuid=ZNAZDRGU4EHLSNNDXMO4GZ5L33PRFHABKNMZMZ74KZ5QE&niceid=Orthop%C3%A4disches-Fachzentrum-WM-GAP-STA-PZB-Penzberg-Im-Thal&buc=750&verlNr=120&kw=Sportärzte&recFrom=1701&pagePos=69&lastFormName=search_nat&buab=71100098&zvo_ok=0&hitno=8,Orthopädisches Fachzentrum WM-GAP-STA-PZB,Fachärzte für Orthopädie,Im Thal 5,Penzberg,"82377","82377 Penzberg",https://www.dasoertliche.de
